date,temp_max,temp_min,temp_mean,wind_speed_max,wind_speed_mean,humidity_mean,precipitation
2016-09-21,30.1975,23.9475,26.962082,19.164717,13.053886,83.904945,2.0
2016-09-22,31.8975,22.8975,27.410002,9.0,5.0256624,77.60353,0.0
2016-09-23,31.8475,24.4975,28.099579,9.449572,6.0069942,77.960365,0.2
2016-09-24,31.7475,23.5975,27.614164,9.0,6.0433044,76.3198,0.0
2016-09-25,32.5475,24.2975,28.172499,10.182337,5.673394,75.46786,0.2
2016-09-26,32.7975,24.3975,28.489166,10.703569,6.0937862,74.594124,0.0
2016-09-27,33.7475,24.2475,29.118332,9.793058,5.721824,69.76498,0.0
2016-09-28,33.2475,24.8975,29.001669,9.028754,5.7119904,73.8384,0.1
2016-09-29,33.5475,24.4475,29.095419,8.161764,4.3029118,71.644516,0.0
2016-09-30,33.7475,25.6475,29.751663,10.685391,5.715822,70.88927,0.0
2016-10-01,33.8475,26.2975,29.737078,9.255571,6.181899,73.46698,0.3
2016-10-02,33.1475,25.4475,29.337084,12.229406,4.9262533,76.7758,1.7
2016-10-03,33.0475,25.4975,29.0725,7.5685663,4.0385995,77.68103,1.7
2016-10-04,31.4475,24.6975,27.972502,8.4963045,5.2980504,81.46172,7.7000003
2016-10-05,31.8475,24.2975,28.187082,7.0911775,4.3788915,77.95719,0.0
2016-10-06,33.6475,24.2475,28.54125,11.726277,6.3327217,71.83021,0.0
2016-10-07,33.8975,23.1475,28.29125,15.629971,7.6698036,65.43688,0.0
2016-10-08,34.0475,21.7475,28.05583,10.009036,5.692557,63.606853,0.0
2016-10-09,32.6475,22.7475,27.3225,10.739832,6.9538546,57.969067,0.0
2016-10-10,33.3975,19.6975,26.580828,14.277983,9.261568,51.581142,0.0
2016-10-11,33.6975,19.2975,26.41833,15.30741,9.52081,49.587936,0.0
2016-10-12,33.9975,18.2975,26.066248,14.76439,9.243055,47.04863,0.0
2016-10-13,33.3475,17.2975,25.32458,11.304229,7.3368673,47.42453,0.0
2016-10-14,32.9475,17.4975,25.353752,11.753876,7.3289113,52.863827,0.0
2016-10-15,33.0975,17.8975,25.50792,10.1887,7.581117,52.080143,0.0
2016-10-16,33.0975,18.3975,25.701662,12.181624,7.402015,51.558456,0.0
2016-10-17,32.6475,17.1975,24.770416,11.525623,7.159973,51.647655,0.0
2016-10-18,32.9475,17.1475,24.926668,10.233123,6.652804,53.462437,0.0
2016-10-19,33.6475,18.6975,25.507917,14.168641,9.397922,41.567192,0.0
2016-10-20,33.3475,19.6975,25.878752,15.778516,10.866356,42.642765,0.0
2016-10-21,33.6475,19.7975,25.891249,17.388409,11.268633,45.910873,0.0
2016-10-22,32.6975,18.8475,25.307917,20.63023,11.535171,48.520077,0.0
2016-10-23,32.6475,18.4475,25.189165,17.555307,9.684962,49.165512,0.0
2016-10-24,32.8475,19.4475,25.34958,16.62249,10.352985,49.206696,0.0
2016-10-25,32.6975,17.3475,24.912085,13.004922,7.1712604,55.101185,0.0
2016-10-26,31.7475,16.2475,23.926666,13.104198,8.773571,54.67066,0.0
2016-10-27,30.9475,16.7475,23.71833,11.923557,7.7321362,48.57286,0.0
2016-10-28,30.9475,17.9475,23.835,8.913181,5.6970954,50.00188,0.0
2016-10-29,30.2475,16.4475,23.337084,9.449572,6.3679657,61.709473,0.0
